8.487519999999999953e+00 4.915729999999999933e+00
8.352389999999999759e+00 4.891300000000000203e+00
8.214249999999999829e+00 4.873549999999999827e+00
8.073790000000000688e+00 4.864949999999999442e+00
7.934630000000000294e+00 4.869449999999999612e+00
7.797350000000000669e+00 4.881310000000000038e+00
7.660829999999999806e+00 4.895689999999999209e+00
7.524319999999999453e+00 4.910409999999999719e+00
7.376000000000000334e+00 4.914149999999999352e+00
7.246329999999999494e+00 4.912619999999999543e+00
7.114169999999999661e+00 4.895449999999999413e+00
6.981959999999999944e+00 4.874850000000000350e+00
6.844170000000000087e+00 4.851989999999999803e+00
6.703420000000000378e+00 4.833739999999999704e+00
6.563260000000000538e+00 4.821760000000000268e+00
6.423520000000000785e+00 4.814589999999999925e+00
6.281959999999999766e+00 4.811399999999999899e+00
6.147409999999999819e+00 4.829539999999999722e+00
5.991550000000000153e+00 4.831630000000000535e+00
5.849729999999999208e+00 4.831369999999999720e+00
5.707810000000000272e+00 4.831739999999999924e+00
5.571220000000000283e+00 4.832629999999999981e+00
5.452510000000000190e+00 4.833649999999999558e+00
5.340770000000000017e+00 4.834569999999999368e+00
5.230949999999999989e+00 4.835569999999999702e+00
5.121729999999999450e+00 4.836570000000000036e+00
5.019739999999999647e+00 4.873319999999999652e+00
4.898500000000000298e+00 4.879119999999999457e+00
4.782020000000000159e+00 4.884770000000000501e+00
4.662499999999999645e+00 4.890600000000000058e+00
4.538450000000000095e+00 4.896370000000000111e+00
4.411500000000000199e+00 4.902070000000000149e+00
4.283079999999999998e+00 4.907770000000000188e+00
4.150840000000000529e+00 4.913630000000000386e+00
4.015249999999999986e+00 4.919640000000000235e+00
3.879550000000000054e+00 4.925629999999999953e+00
3.733049999999999979e+00 4.920189999999999841e+00
3.609770000000000145e+00 4.924240000000000173e+00
3.476459999999999884e+00 4.929780000000000051e+00
3.344160000000000021e+00 4.935159999999999769e+00
3.216239999999999988e+00 4.940680000000000405e+00
3.087480000000000224e+00 4.946489999999999831e+00
2.957230000000000025e+00 4.952430000000000554e+00
2.829260000000000108e+00 4.958529999999999660e+00
2.697499999999999787e+00 4.964590000000000281e+00
2.535039999999999960e+00 4.967800000000000438e+00
2.402600000000000069e+00 4.971070000000000100e+00
2.266590000000000327e+00 4.973270000000000302e+00
2.134290000000000020e+00 4.974789999999999601e+00
2.003420000000000201e+00 4.975220000000000198e+00
1.874940000000000051e+00 4.974219999999999864e+00
1.749179999999999957e+00 4.970810000000000173e+00
1.620249999999999968e+00 4.964979999999999727e+00
1.490339999999999998e+00 4.957569999999999588e+00
1.362589999999999968e+00 4.931949999999999612e+00
1.231890000000000152e+00 4.922039999999999971e+00
1.104700000000000015e+00 4.912079999999999558e+00
9.783699999999999619e-01 4.902229999999999421e+00
8.509039999999999937e-01 4.891960000000000086e+00
7.243769999999999376e-01 4.880949999999999456e+00
5.988409999999999567e-01 4.868219999999999992e+00
4.747370000000000201e-01 4.843390000000000306e+00
3.600309999999999899e-01 4.795550000000000423e+00
2.519270000000000120e-01 4.715569999999999595e+00
1.499459999999999960e-01 4.634409999999999918e+00
5.524760000000000087e-02 4.538399999999999324e+00
-3.631340000000000262e-02 4.433500000000000441e+00
-1.201350000000000057e-01 4.321590000000000487e+00
-1.920719999999999927e-01 4.201620000000000132e+00
-2.542670000000000208e-01 4.075579999999999536e+00
-3.085080000000000044e-01 3.944369999999999710e+00
-3.543260000000000298e-01 3.811699999999999644e+00
