8.318260000000000431e+00 4.886100000000000776e+00
8.002982650829887135e+00 4.866393696433206628e+00
7.694261230302516630e+00 4.894518920122306049e+00
7.386773876988583787e+00 4.919422284392883427e+00
7.088744193311645958e+00 4.890283874219634619e+00
6.639904661831412369e+00 4.832552879246359012e+00
6.076266158374029835e+00 4.826627854324708977e+00
5.684826136121117202e+00 4.836577978878689343e+00
5.381634757607604236e+00 4.848781851013194810e+00
5.134857629589192562e+00 4.859549185269408156e+00
4.878301153591203310e+00 4.871444727438322353e+00
4.610918987998765317e+00 4.884766083341445686e+00
4.325652747306230950e+00 4.897915224802027012e+00
4.026153044653398183e+00 4.913549655103897962e+00
3.688582076812327415e+00 4.930826025406822133e+00
3.388950212491721903e+00 4.945112073977293576e+00
2.193679290104773916e+00 4.998045154335932772e+00
1.901037647318662538e+00 5.000408585622490243e+00
1.325158775583998194e+00 4.972768573147619442e+00
7.541253682827627758e-01 4.930073784871548348e+00
2.341628613218936228e-01 4.735781855664573214e+00
2.193577657248351950e-02 4.516829382742323595e+00
-1.547751693874579448e-01 4.256815932171123862e+00
-2.806752761531388640e-01 3.966146144239198090e+00
-3.600332377725371513e-01 3.665901554733219214e+00
-3.927996070727622357e-01 3.359068458176017291e+00
-3.847417543007850549e-01 3.050802534972194557e+00
-3.520077917946328183e-01 2.739667516373121448e+00
-3.066328728547850768e-01 2.428039425323546219e+00
-2.453090422453333419e-01 2.125757623192846335e+00
-1.753038392636190046e-01 1.826046944111354708e+00
-1.040356361810991087e-01 1.519170845939162628e+00
-4.836321422037690582e-02 1.211817556818926667e+00
5.547817611860591386e-02 9.162086487114970978e-01
2.536380388643683648e-01 6.801124969076618454e-01
4.859767190088669087e-01 4.750396595822039547e-01
7.466289808913280091e-01 3.041183008362686180e-01
1.031834985912687408e+00 1.704227033030847327e-01
1.332944004457019327e+00 7.632658265897498961e-02
1.645049508428624963e+00 2.104247268485960262e-02
2.287763532350234552e+00 2.587933938666719599e-02
2.602977564538863753e+00 4.287399844138781169e-02
2.985203227802800896e+00 7.401844211025582210e-02
3.325074012982223604e+00 1.301645084953779452e-01
3.692597041930782531e+00 2.087738229655897171e-01
3.999185423494209246e+00 2.597657094409696610e-01
4.306376444564087080e+00 2.857381484878942501e-01
4.613622458153848527e+00 2.646224325824004797e-01
4.922371262105017742e+00 2.254465259212811434e-01
5.543714629865386101e+00 1.480689159219764350e-01
5.860258201964377633e+00 1.595546200280014149e-01
6.171782798802183834e+00 1.871516935149220573e-01
6.800531107658843055e+00 1.959131848770793993e-01
9.747122282510941815e+00 -6.483647504780856718e-02
1.007960970093972008e+01 -9.664463199184593345e-02
1.040806247048131539e+01 -7.966759080246174629e-02
1.108099045288684792e+01 2.849443185004456591e-01
1.131452708850227751e+01 5.185802402984963644e-01
1.149261125251131155e+01 7.941487467741171757e-01
1.163410581984977021e+01 1.081534872658269197e+00
1.173020651602728748e+01 1.382484790822732457e+00
1.178932746190232805e+01 1.698338578570861124e+00
1.181000838807990228e+01 2.025277726469117745e+00
1.178556665391479719e+01 2.421359079333655462e+00
1.172448123705789413e+01 2.765275894408780744e+00
1.134254128171339104e+01 3.634558823858359489e+00
1.113569496678274007e+01 3.928340284055577225e+00
1.092530578841991407e+01 4.171028031207146824e+00
1.069308534833043112e+01 4.387941901991699645e+00
1.045106037123921361e+01 4.587799567176189974e+00
1.007006696577878024e+01 4.825736730224885918e+00
9.465979139747942028e+00 4.938672889936188248e+00
9.160407425306459572e+00 4.963512789962004845e+00
8.847810816442654769e+00 4.966660777708006513e+00
8.536997913599517318e+00 4.953918504511158005e+00
8.228241438495809135e+00 4.913144272678630742e+00
7.781194092293993059e+00 4.840544744760649110e+00
7.475407210985197004e+00 4.848231962686596397e+00
7.174815434598169617e+00 4.857733508270890788e+00
6.840404415561755158e+00 4.803117756449398534e+00
6.537098128546116271e+00 4.735314008346603210e+00
6.223118696344607237e+00 4.730552185752483041e+00
5.907366518726290039e+00 4.734722321156874969e+00
5.524116004829294546e+00 4.734182138142038809e+00
5.210312543793925499e+00 4.736047625269721451e+00
4.904195643826104956e+00 4.756614590385915164e+00
4.401690640870930871e+00 4.811049693995824938e+00
4.087664919057707458e+00 4.829014460615041138e+00
3.550964745761748365e+00 4.791087359696450498e+00
